date,store_id,dept_id,forecast_sales,safety_stock,recommended_inventory,inventory_risk
2016-06-14,CA_2,FOODS_1,575.24,256.0124459865215,831.2524459865215,High
2016-06-15,CA_2,FOODS_1,540.55,256.0124459865215,796.5624459865214,High
2016-06-16,CA_2,FOODS_1,506.47,256.0124459865215,762.4824459865215,High
2016-06-17,CA_2,FOODS_1,494.82,256.0124459865215,750.8324459865215,High
2016-06-18,CA_2,FOODS_1,512.24,256.0124459865215,768.2524459865215,High
2016-06-19,CA_2,FOODS_1,513.62,256.0124459865215,769.6324459865216,High
2016-05-23,CA_2,FOODS_2,785.55,290.66371954053994,1076.2137195405398,High
2016-05-24,CA_2,FOODS_2,782.59,290.66371954053994,1073.25371954054,High
2016-05-25,CA_2,FOODS_2,773.43,290.66371954053994,1064.09371954054,High
2016-05-26,CA_2,FOODS_2,685.8,290.66371954053994,976.4637195405398,High
2016-05-27,CA_2,FOODS_2,650.82,290.66371954053994,941.48371954054,High
2016-05-28,CA_2,FOODS_2,710.85,290.66371954053994,1001.51371954054,High
2016-05-29,CA_2,FOODS_2,730.82,290.66371954053994,1021.48371954054,High
2016-05-30,CA_2,FOODS_2,727.27,290.66371954053994,1017.9337195405399,High
2016-05-31,CA_2,FOODS_2,735.87,290.66371954053994,1026.53371954054,High
2016-06-01,CA_2,FOODS_2,706.1,290.66371954053994,996.76371954054,High
2016-06-02,CA_2,FOODS_2,650.08,290.66371954053994,940.74371954054,High
2016-06-03,CA_2,FOODS_2,633.73,290.66371954053994,924.3937195405399,High
2016-06-04,CA_2,FOODS_2,688.72,290.66371954053994,979.3837195405399,High
2016-06-05,CA_2,FOODS_2,705.57,290.66371954053994,996.23371954054,High
2016-06-06,CA_2,FOODS_2,710.9,290.66371954053994,1001.56371954054,High
2016-06-07,CA_2,FOODS_2,724.2,290.66371954053994,1014.8637195405399,High
2016-06-08,CA_2,FOODS_2,691.66,290.66371954053994,982.32371954054,High
2016-06-09,CA_2,FOODS_2,628.1,290.66371954053994,918.76371954054,High
2016-06-10,CA_2,FOODS_2,617.35,290.66371954053994,908.01371954054,High
2016-06-11,CA_2,FOODS_2,682.52,290.66371954053994,973.1837195405399,High
2016-06-12,CA_2,FOODS_2,682.61,290.66371954053994,973.27371954054,High
2016-06-13,CA_2,FOODS_2,690.55,290.66371954053994,981.2137195405398,High
2016-06-14,CA_2,FOODS_2,706.44,290.66371954053994,997.1037195405399,High
2016-06-15,CA_2,FOODS_2,694.81,290.66371954053994,985.4737195405398,High
2016-06-16,CA_2,FOODS_2,626.38,290.66371954053994,917.04371954054,High
2016-06-17,CA_2,FOODS_2,601.89,290.66371954053994,892.55371954054,High
2016-06-18,CA_2,FOODS_2,657.76,290.66371954053994,948.4237195405399,High
2016-06-19,CA_2,FOODS_2,666.16,290.66371954053994,956.82371954054,High
2016-05-23,CA_2,FOODS_3,2760.98,821.5919966312691,3582.571996631269,High
2016-05-24,CA_2,FOODS_3,2768.7,821.5919966312691,3590.291996631269,High
2016-05-25,CA_2,FOODS_3,2604.42,821.5919966312691,3426.011996631269,High
2016-05-26,CA_2,FOODS_3,2308.9,821.5919966312691,3130.491996631269,High
2016-05-27,CA_2,FOODS_3,2208.79,821.5919966312691,3030.381996631269,High
2016-05-28,CA_2,FOODS_3,2390.15,821.5919966312691,3211.741996631269,High
2016-05-29,CA_2,FOODS_3,2362.75,821.5919966312691,3184.341996631269,High
2016-05-30,CA_2,FOODS_3,2506.02,821.5919966312691,3327.611996631269,High
2016-05-31,CA_2,FOODS_3,2608.05,821.5919966312691,3429.641996631269,High
2016-06-01,CA_2,FOODS_3,2476.96,821.5919966312691,3298.551996631269,High
2016-06-02,CA_2,FOODS_3,2246.8,821.5919966312691,3068.391996631269,High
2016-06-03,CA_2,FOODS_3,2242.4,821.5919966312691,3063.991996631269,High
2016-06-04,CA_2,FOODS_3,2434.9,821.5919966312691,3256.491996631269,High
2016-06-05,CA_2,FOODS_3,2468.58,821.5919966312691,3290.171996631269,High
2016-06-06,CA_2,FOODS_3,2616.26,821.5919966312691,3437.8519966312692,High
2016-06-07,CA_2,FOODS_3,2725.67,821.5919966312691,3547.261996631269,High
2016-06-08,CA_2,FOODS_3,2623.59,821.5919966312691,3445.181996631269,High
2016-06-09,CA_2,FOODS_3,2309.15,821.5919966312691,3130.741996631269,High
2016-06-10,CA_2,FOODS_3,2309.1,821.5919966312691,3130.691996631269,High
2016-06-11,CA_2,FOODS_3,2453.04,821.5919966312691,3274.631996631269,High
2016-06-12,CA_2,FOODS_3,2584.43,821.5919966312691,3406.021996631269,High
2016-06-13,CA_2,FOODS_3,2669.87,821.5919966312691,3491.461996631269,High
2016-06-14,CA_2,FOODS_3,2770.93,821.5919966312691,3592.521996631269,High
2016-06-15,CA_2,FOODS_3,2660.98,821.5919966312691,3482.571996631269,High
2016-06-16,CA_2,FOODS_3,2434.9,821.5919966312691,3256.491996631269,High
2016-06-17,CA_2,FOODS_3,2360.39,821.5919966312691,3181.981996631269,High
2016-06-18,CA_2,FOODS_3,2463.7,821.5919966312691,3285.291996631269,High
2016-06-19,CA_2,FOODS_3,2610.87,821.5919966312691,3432.461996631269,High
2016-05-23,CA_2,HOBBIES_1,515.61,244.96778432508802,760.577784325088,High
2016-05-24,CA_2,HOBBIES_1,535.06,244.96778432508802,780.027784325088,High
2016-05-25,CA_2,HOBBIES_1,520.48,244.96778432508802,765.447784325088,High
2016-05-26,CA_2,HOBBIES_1,498.6,244.96778432508802,743.567784325088,High
2016-05-27,CA_2,HOBBIES_1,456.2,244.96778432508802,701.167784325088,High
2016-05-28,CA_2,HOBBIES_1,497.52,244.96778432508802,742.487784325088,High
2016-05-29,CA_2,HOBBIES_1,505.5,244.96778432508802,750.467784325088,High
2016-05-30,CA_2,HOBBIES_1,505.89,244.96778432508802,750.857784325088,High
2016-05-31,CA_2,HOBBIES_1,527.01,244.96778432508802,771.977784325088,High
2016-06-01,CA_2,HOBBIES_1,484.61,244.96778432508802,729.577784325088,High
2016-06-02,CA_2,HOBBIES_1,468.94,244.96778432508802,713.907784325088,High
2016-06-03,CA_2,HOBBIES_1,453.58,244.96778432508802,698.5477843250881,High
2016-06-04,CA_2,HOBBIES_1,498.78,244.96778432508802,743.747784325088,High
2016-06-05,CA_2,HOBBIES_1,498.48,244.96778432508802,743.447784325088,High
2016-06-06,CA_2,HOBBIES_1,508.53,244.96778432508802,753.497784325088,High
2016-06-07,CA_2,HOBBIES_1,524.33,244.96778432508802,769.2977843250881,High
2016-06-08,CA_2,HOBBIES_1,490.53,244.96778432508802,735.497784325088,High
2016-06-09,CA_2,HOBBIES_1,470.54,244.96778432508802,715.5077843250881,High
2016-06-10,CA_2,HOBBIES_1,455.35,244.96778432508802,700.317784325088,High
2016-06-11,CA_2,HOBBIES_1,498.92,244.96778432508802,743.887784325088,High
2016-06-12,CA_2,HOBBIES_1,502.21,244.96778432508802,747.1777843250879,High
2016-06-13,CA_2,HOBBIES_1,510.65,244.96778432508802,755.617784325088,High
2016-06-14,CA_2,HOBBIES_1,524.57,244.96778432508802,769.5377843250881,High
2016-06-15,CA_2,HOBBIES_1,490.67,244.96778432508802,735.637784325088,High
2016-06-16,CA_2,HOBBIES_1,472.67,244.96778432508802,717.637784325088,High
2016-06-17,CA_2,HOBBIES_1,461.64,244.96778432508802,706.607784325088,High
2016-06-18,CA_2,HOBBIES_1,499.78,244.96778432508802,744.747784325088,High
2016-06-19,CA_2,HOBBIES_1,506.28,244.96778432508802,751.247784325088,High
2016-05-23,CA_2,HOBBIES_2,59.49,23.657307841039373,83.14730784103938,Low
2016-05-24,CA_2,HOBBIES_2,59.7,23.657307841039373,83.35730784103937,Low
2016-05-25,CA_2,HOBBIES_2,51.65,23.657307841039373,75.30730784103937,Low
2016-05-26,CA_2,HOBBIES_2,50.14,23.657307841039373,73.79730784103937,Low
2016-05-27,CA_2,HOBBIES_2,48.66,23.657307841039373,72.31730784103937,Low
2016-05-28,CA_2,HOBBIES_2,50.21,23.657307841039373,73.86730784103938,Low
2016-05-29,CA_2,HOBBIES_2,52.76,23.657307841039373,76.41730784103937,Low
2016-05-30,CA_2,HOBBIES_2,60.38,23.657307841039373,84.03730784103938,Low
2016-05-31,CA_2,HOBBIES_2,61.34,23.657307841039373,84.99730784103937,Low
2016-06-01,CA_2,HOBBIES_2,53.92,23.657307841039373,77.57730784103937,Low
2016-06-02,CA_2,HOBBIES_2,50.69,23.657307841039373,74.34730784103937,Low
2016-06-03,CA_2,HOBBIES_2,49.36,23.657307841039373,73.01730784103937,Low
2016-06-04,CA_2,HOBBIES_2,50.0,23.657307841039373,73.65730784103937,Low
2016-06-05,CA_2,HOBBIES_2,51.98,23.657307841039373,75.63730784103937,Low
